"lang"
{
    "Language"      "Russian"
        "DOTA_Tooltip_ability_item_enchanted_dagon_5_arena_damage_percent"                "%ЗДОРОВЬЯ В УРОН:"

        "DOTA_Tooltip_ability_item_enchanted_dagon_2_arena"                               "Enchanted Dagon"
        "DOTA_Tooltip_ability_item_enchanted_dagon_2_arena_Description"                   "Активируемая: Energy Burst — выпускает мощный всплеск энергии, наносящий урон выбранному вражескому юниту, который зависит от максимального здоровья цели. Улучшаемая."
        "DOTA_Tooltip_ability_item_enchanted_dagon_2_arena_damage"                        "МГНОВЕННЫЙ УРОН:"
        "DOTA_Tooltip_ability_item_enchanted_dagon_2_arena_bonus_intellect"               "+$int"
        "DOTA_Tooltip_ability_item_enchanted_dagon_2_arena_bonus_all_stats"               "+$all"
        "DOTA_Tooltip_ability_item_enchanted_dagon_2_arena_bonus_damage"                  "+$damage"
        "DOTA_Tooltip_ability_item_enchanted_dagon_2_arena_range_tooltip"                 "ДАЛЬНОСТЬ ПРИМЕНЕНИЯ:"
        "DOTA_Tooltip_ability_item_enchanted_dagon_5_arena_damage_percent"                "%ЗДОРОВЬЯ В УРОН:"

        "DOTA_Tooltip_ability_item_enchanted_dagon_3_arena"                               "Enchanted Dagon"
        "DOTA_Tooltip_ability_item_enchanted_dagon_3_arena_Description"                   "Активируемая: Energy Burst — выпускает мощный всплеск энергии, наносящий урон выбранному вражескому юниту, который зависит от максимального здоровья цели. Улучшаемая."
        "DOTA_Tooltip_ability_item_enchanted_dagon_3_arena_damage"                        "МГНОВЕННЫЙ УРОН:"
        "DOTA_Tooltip_ability_item_enchanted_dagon_3_arena_bonus_intellect"               "+$int"
        "DOTA_Tooltip_ability_item_enchanted_dagon_3_arena_bonus_all_stats"               "+$all"
        "DOTA_Tooltip_ability_item_enchanted_dagon_3_arena_bonus_damage"                  "+$damage"
        "DOTA_Tooltip_ability_item_enchanted_dagon_3_arena_range_tooltip"                 "ДАЛЬНОСТЬ ПРИМЕНЕНИЯ:"
        "DOTA_Tooltip_ability_item_enchanted_dagon_5_arena_damage_percent"                "%ЗДОРОВЬЯ В УРОН:"

        "DOTA_Tooltip_ability_item_enchanted_dagon_4_arena"                               "Enchanted Dagon"
        "DOTA_Tooltip_ability_item_enchanted_dagon_4_arena_Description"                   "Активируемая: Energy Burst — выпускает мощный всплеск энергии, наносящий урон выбранному вражескому юниту, который зависит от максимального здоровья цели. Улучшаемая."
        "DOTA_Tooltip_ability_item_enchanted_dagon_4_arena_damage"                        "МГНОВЕННЫЙ УРОН:"
        "DOTA_Tooltip_ability_item_enchanted_dagon_4_arena_bonus_intellect"               "+$int"
        "DOTA_Tooltip_ability_item_enchanted_dagon_4_arena_bonus_all_stats"               "+$all"
        "DOTA_Tooltip_ability_item_enchanted_dagon_4_arena_bonus_damage"                  "+$damage"
        "DOTA_Tooltip_ability_item_enchanted_dagon_4_arena_range_tooltip"                 "ДАЛЬНОСТЬ ПРИМЕНЕНИЯ:"
        "DOTA_Tooltip_ability_item_enchanted_dagon_5_arena_damage_percent"                "%ЗДОРОВЬЯ В УРОН:"

        "DOTA_Tooltip_ability_item_enchanted_dagon_5_arena"                               "Enchanted Dagon"
        "DOTA_Tooltip_ability_item_enchanted_dagon_5_arena_Description"                   "Активируемая: Energy Burst — выпускает мощный всплеск энергии, наносящий урон выбранному вражескому юниту, который зависит от максимального здоровья цели. Улучшаемая."
        "DOTA_Tooltip_ability_item_enchanted_dagon_5_arena_damage"                        "МГНОВЕННЫЙ УРОН:"
        "DOTA_Tooltip_ability_item_enchanted_dagon_5_arena_bonus_intellect"               "+$int"
        "DOTA_Tooltip_ability_item_enchanted_dagon_5_arena_bonus_all_stats"               "+$all"
        "DOTA_Tooltip_ability_item_enchanted_dagon_5_arena_bonus_damage"                  "+$damage"
        "DOTA_Tooltip_ability_item_enchanted_dagon_5_arena_range_tooltip"                 "ДАЛЬНОСТЬ ПРИМЕНЕНИЯ:"
        "DOTA_Tooltip_ability_item_enchanted_dagon_5_arena_damage_percent"                "%ЗДОРОВЬЯ В УРОН:"
        
        "DOTA_Tooltip_ability_item_sunray_dagon_arena"                                    "Sunray Dagon"
        "DOTA_Tooltip_ability_item_sunray_dagon_arena_Description"                        "Активируемая: Energy Burst — выпускает мощный всплеск энергии, наносящий урон выбранному вражескому юниту на любой точке карты, который зависит от максимального здоровья цели и ослепляет цель на небольшой промежуток времени. Улучшаемая."
        "DOTA_Tooltip_ability_item_sunray_dagon_arena_damage"                             "МГНОВЕННЫЙ УРОН:"
        "DOTA_Tooltip_ability_item_sunray_dagon_arena_bonus_intellect"                    "+$int"
        "DOTA_Tooltip_ability_item_sunray_dagon_arena_bonus_all_stats"                    "+$all"
        "DOTA_Tooltip_ability_item_sunray_dagon_arena_bonus_damage"                       "+$damage"
        "DOTA_Tooltip_ability_item_sunray_dagon_arena_damage_percent"                     "%ЗДОРОВЬЯ В УРОН:"
        "DOTA_Tooltip_ability_item_sunray_dagon_arena_blind_duration"                     "ДЛИТЕЛЬНОСТЬ ПРОМАХОВ:"

        "DOTA_Tooltip_ability_item_sunray_dagon_2_arena"                                  "Sunray Dagon"
        "DOTA_Tooltip_ability_item_sunray_dagon_2_arena_Description"                      "Активируемая: Energy Burst — выпускает мощный всплеск энергии, наносящий урон выбранному вражескому юниту на любой точке карты, который зависит от максимального здоровья цели и ослепляет цель на небольшой промежуток времени. Улучшаемая."
        "DOTA_Tooltip_ability_item_sunray_dagon_2_arena_damage"                           "МГНОВЕННЫЙ УРОН:"
        "DOTA_Tooltip_ability_item_sunray_dagon_2_arena_bonus_intellect"                  "+$int"
        "DOTA_Tooltip_ability_item_sunray_dagon_2_arena_bonus_all_stats"                  "+$all"
        "DOTA_Tooltip_ability_item_sunray_dagon_2_arena_bonus_damage"                     "+$damage"
        "DOTA_Tooltip_ability_item_sunray_dagon_2_arena_damage_percent"                   "%ЗДОРОВЬЯ В УРОН:"
        "DOTA_Tooltip_ability_item_sunray_dagon_2_arena_blind_duration"                   "ДЛИТЕЛЬНОСТЬ ПРОМАХОВ:"

        "DOTA_Tooltip_ability_item_sunray_dagon_3_arena"                                  "Sunray Dagon"
        "DOTA_Tooltip_ability_item_sunray_dagon_3_arena_Description"                      "Активируемая: Energy Burst — выпускает мощный всплеск энергии, наносящий урон выбранному вражескому юниту на любой точке карты, который зависит от максимального здоровья цели и ослепляет цель на небольшой промежуток времени. Улучшаемая."
        "DOTA_Tooltip_ability_item_sunray_dagon_3_arena_damage"                           "МГНОВЕННЫЙ УРОН:"
        "DOTA_Tooltip_ability_item_sunray_dagon_3_arena_bonus_intellect"                  "+$int"
        "DOTA_Tooltip_ability_item_sunray_dagon_3_arena_bonus_all_stats"                  "+$all"
        "DOTA_Tooltip_ability_item_sunray_dagon_3_arena_bonus_damage"                     "+$damage"
        "DOTA_Tooltip_ability_item_sunray_dagon_3_arena_damage_percent"                   "%ЗДОРОВЬЯ В УРОН:"
        "DOTA_Tooltip_ability_item_sunray_dagon_3_arena_blind_duration"                   "ДЛИТЕЛЬНОСТЬ ПРОМАХОВ:"

        "DOTA_Tooltip_ability_item_sunray_dagon_4_arena"                                  "Sunray Dagon"
        "DOTA_Tooltip_ability_item_sunray_dagon_4_arena_Description"                      "Активируемая: Energy Burst — выпускает мощный всплеск энергии, наносящий урон выбранному вражескому юниту на любой точке карты, который зависит от максимального здоровья цели и ослепляет цель на небольшой промежуток времени. Улучшаемая."
        "DOTA_Tooltip_ability_item_sunray_dagon_4_arena_damage"                           "МГНОВЕННЫЙ УРОН:"
        "DOTA_Tooltip_ability_item_sunray_dagon_4_arena_bonus_intellect"                  "+$int"
        "DOTA_Tooltip_ability_item_sunray_dagon_4_arena_bonus_all_stats"                  "+$all"
        "DOTA_Tooltip_ability_item_sunray_dagon_4_arena_bonus_damage"                     "+$damage"
        "DOTA_Tooltip_ability_item_sunray_dagon_4_arena_damage_percent"                   "%ЗДОРОВЬЯ В УРОН:"
        "DOTA_Tooltip_ability_item_sunray_dagon_4_arena_blind_duration"                   "ДЛИТЕЛЬНОСТЬ ПРОМАХОВ:"

        "DOTA_Tooltip_ability_item_sunray_dagon_5_arena"                                  "Sunray Dagon"
        "DOTA_Tooltip_ability_item_sunray_dagon_5_arena_Description"                      "Активируемая: Energy Burst — выпускает мощный всплеск энергии, наносящий урон выбранному вражескому юниту на любой точке карты, который зависит от максимального здоровья цели и ослепляет цель на небольшой промежуток времени."
        "DOTA_Tooltip_ability_item_sunray_dagon_5_arena_damage"                           "МГНОВЕННЫЙ УРОН:"
        "DOTA_Tooltip_ability_item_sunray_dagon_5_arena_bonus_intellect"                  "+$int"
        "DOTA_Tooltip_ability_item_sunray_dagon_5_arena_bonus_all_stats"                  "+$all"
        "DOTA_Tooltip_ability_item_sunray_dagon_5_arena_bonus_damage"                     "+$damage"
        "DOTA_Tooltip_ability_item_sunray_dagon_5_arena_damage_percent"                   "%ЗДОРОВЬЯ В УРОН:"
        "DOTA_Tooltip_ability_item_sunray_dagon_5_arena_blind_duration"                   "ДЛИТЕЛЬНОСТЬ ПРОМАХОВ:"

        "DOTA_Tooltip_ability_item_blink_staff"                                           "Blink Staff"
        "DOTA_Tooltip_ability_item_blink_staff_Description"                               "Active: Blink Force - Телепортирует любого юнита к указанной точке на расстоянии до %max_blink_range% единиц. При применении на себя телепортирует героя в направлении взгляда.  Если вы получите урон более %blink_damage_to_cooldown%, то не сможете использовать Blink Staff в течение %blink_damage_cooldown% сек. После телепортации юнит получает свободное перемещение на %unobstructed_movement_duration% сек."
        "DOTA_Tooltip_ability_item_blink_staff_Note0"                                     "Применение на себя переместит вас в сторону вашего взгляда."
        "DOTA_Tooltip_ability_item_blink_staff_bonus_intellect"                           "+$int"
        "DOTA_Tooltip_ability_item_blink_staff_bonus_health_regen"                        "+$hp_regen"

        "DOTA_Tooltip_ability_item_hand_of_midas_arena"                                   "Hand of Midas"
        "DOTA_Tooltip_ability_item_hand_of_midas_arena_Description"                       "Активируемая: Transmute — мгновенно убивает цель (не героя), давая %bonus_gold% золота и в %xp_multiplier% раза больше опыта. Невозможно использовать на древних крипах."
        "DOTA_Tooltip_ability_item_hand_of_midas_arena_Note0"                             "Получаемое золото идет в надежный запас (при этом за убийство крипа стандартная награда не дается)."
        "DOTA_Tooltip_ability_item_hand_of_midas_arena_Note1"                             "Опыт от превращения не делится с другими героями."
        "DOTA_Tooltip_ability_item_hand_of_midas_arena_bonus_attack_speed"                "+$attack"

        "DOTA_Tooltip_ability_item_skull_of_midas"                                        "Skull of Midas"
        "DOTA_Tooltip_ability_item_skull_of_midas_Description"                            "Пассивная: Touch of Midas - Каждый убитый юнит будет превращен в золото, что принесет вам дополнительные золото и опыт."
        "DOTA_Tooltip_ability_item_skull_of_midas_bonus_damage"                           "+$damage"
        "DOTA_Tooltip_ability_item_skull_of_midas_kill_xp"                                "ОПЫТ:"
        "DOTA_Tooltip_ability_item_skull_of_midas_kill_gold"                              "ЗОЛОТО:"

        "DOTA_Tooltip_ability_item_chest_of_midas"                                        "Chest of Midas"
        "DOTA_Tooltip_ability_item_chest_of_midas_Description"                            "Пассивная: Golden Chest - Каждый раз, когда вас атакует вражеский герой вы, получите золото и опыт."
        "DOTA_Tooltip_ability_item_chest_of_midas_bonus_armor"                            "+$armor"
        "DOTA_Tooltip_ability_item_chest_of_midas_xp"                                     "ОПЫТ:"
        "DOTA_Tooltip_ability_item_chest_of_midas_gold"                                   "ЗОЛОТО:"

        "DOTA_Tooltip_ability_item_blood_of_midas"                                        "Blood of Midas"
        "DOTA_Tooltip_ability_item_blood_of_midas_Description"                            "Пассивная: Rune Enchant - Каждая поднятая руна богатства даст вам больше золота и опыта."
        "DOTA_Tooltip_ability_item_blood_of_midas_arena_Note0"                            "Складывается с любым другим усилением руны."
        "DOTA_Tooltip_ability_item_blood_of_midas_bonus_regen"                            "+$hp_regen"
        "DOTA_Tooltip_ability_item_blood_of_midas_xp_multiplier"                          "МНОЖИТЕЛЬ ОПЫТА:"
        "DOTA_Tooltip_ability_item_blood_of_midas_gold_multiplier"                        "МНОЖИТЕЛЬ ЗОЛОТА:"

        "DOTA_Tooltip_ability_item_rune_keeper"                                           "Rune Keeper"
        "DOTA_Tooltip_ability_item_rune_keeper_Description"                               "Пассивная: Keep Rune - Каждый раз, когда вы подбираете руну Rune Keeper сохраняет в себе её копию. При использовании эти руны будут иметь в %rune_multiplier% раз большую длительность/сильный эффект. Руны хранятся не более %store_duration% секунд. Если время руны истекло, то она будет автоматически использована.\nАктивируемая: Consume Rune - Использует самую старую руну, находящуюся в Rune Keeper."
        "DOTA_Tooltip_ability_item_rune_keeper_bonus_all_stats"                           "+$all"
        "DOTA_Tooltip_ability_item_rune_keeper_bonus_movement_speed"                      "+$move_speed"

        "DOTA_Tooltip_ability_item_bloodstone_arena"                                      "Bloodstone"
        "DOTA_Tooltip_ability_item_bloodstone_arena_Description"                          "Активная: Pocket Deny — мгновенно убивает вас. Пока ваш герой мертв вы будете видеть всё всё происходящее в радиусе %vision_on_death_radius% от точки смерти, также вы будете получать весь опыт за убийства в радиусе %experience_on_death_range% от точки смерти. Если у вас достаточно зарядов для мгновенного воскрешения, то вы воскреснете на месте вашей смерти.\nПассивная: Bloodpact — изначально имеет 10 зарядов и получает 1 дополнительный заряд каждый раз, когда в радиусе %charge_range% умирает вражеский герой. Каждый заряд увеличивает регенерацию маны на %bonus_mana_regen_per_charge%, регенерацию здоровья на %bonus_health_regen_per_charge%, максимальный запас здоровья на %bonus_health_per_charge%, максимальный запас маны на %bonus_mana_per_charge% и уменьшает время возрождения на %respawn_time_reduction_per_charge% сек. Если владелец Bloodstone умирает, предмет потеряет %on_death_charge_percent_tooltip%%% зарядов и восстановит %heal_on_death_base% здоровья + %heal_on_death_per_charge% здоровья за каждый заряд всем союзникам в радиусе %heal_on_death_range%."
        "DOTA_Tooltip_ability_item_bloodstone_arena_bonus_health"                         "+$health"
        "DOTA_Tooltip_ability_item_bloodstone_arena_bonus_mana"                           "+$mana"
        "DOTA_Tooltip_ability_item_bloodstone_arena_bonus_health_regen"                   "+$hp_regen"
        "DOTA_Tooltip_ability_item_bloodstone_arena_bonus_mana_regen_percentage"          "%+$mana_regen"

        "DOTA_Tooltip_ability_item_hand_of_midas_2_arena"                                 "Hand of Midas"
        "DOTA_Tooltip_ability_item_hand_of_midas_2_arena_Description"                     "Активируемая: Transmute — мгновенно убивает цель (не героя), давая %bonus_gold% золота и в %xp_multiplier% раза больше опыта. Невозможно использовать на древних крипах."
        "DOTA_Tooltip_ability_item_hand_of_midas_2_arena_Note0"                           "Получаемое золото идет в надежный запас (при этом за убийство крипа стандартная награда не дается)."
        "DOTA_Tooltip_ability_item_hand_of_midas_2_arena_Note1"                           "Опыт от превращения не делится с другими героями."
        "DOTA_Tooltip_ability_item_hand_of_midas_2_arena_bonus_attack_speed"              "+$attack"

        "DOTA_Tooltip_ability_item_hand_of_midas_3_arena"                                 "Hand of Midas"
        "DOTA_Tooltip_ability_item_hand_of_midas_3_arena_Description"                     "Активируемая: Transmute — мгновенно убивает цель (не героя), давая %bonus_gold% золота и в %xp_multiplier% раза больше опыта. Невозможно использовать на древних крипах."
        "DOTA_Tooltip_ability_item_hand_of_midas_3_arena_Note0"                           "Получаемое золото идет в надежный запас (при этом за убийство крипа стандартная награда не дается)."
        "DOTA_Tooltip_ability_item_hand_of_midas_3_arena_Note1"                           "Опыт от превращения не делится с другими героями."
        "DOTA_Tooltip_ability_item_hand_of_midas_3_arena_bonus_attack_speed"              "+$attack"

        "DOTA_Tooltip_ability_item_team_changer"                                          "Traitor's Flag"
        "DOTA_Tooltip_ability_item_team_changer_Description"                              "Меняет вашу команду на противоположную. Может быть использовано лишь раз за игру. Если владелец получит урон от вражеского героя или босса, способность отключается на %attacked_cooldown% сек.\n\nНе может быть использовано пока активна дуэль."

        "DOTA_Tooltip_Ability_item_skadi_arena"                                           "Eye of Skadi"
        "DOTA_Tooltip_ability_item_skadi_arena_Description"                               "Пассивная: Cold Attack — каждая атака замедляет скорость передвижения и атаки цели на %cold_duration% секунд.\n\nEye of Skadi — уникальный модификатор атаки, он не будет сочетаться с другими уникальными модификаторами атаки. Eye of Skadi сочетается с модификаторами атаки, дарующими вампиризм."
        "DOTA_Tooltip_ability_item_skadi_arena_bonus_all_stats"                           "+$all"
        "DOTA_Tooltip_ability_item_skadi_arena_bonus_health"                              "+$health"
        "DOTA_Tooltip_ability_item_skadi_arena_bonus_mana"                                "+$mana"
        "DOTA_Tooltip_ability_item_skadi_arena_cold_movement_speed"                       "%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
        "DOTA_Tooltip_ability_item_skadi_arena_cold_attack_speed"                         "ЗАМЕДЛЕНИЕ АТАКИ:"

        "DOTA_Tooltip_Ability_item_skadi_2"                                               "Eye of Skadi X2"
        "DOTA_Tooltip_ability_item_skadi_2_Description"                                   "Пассивная: Cold Attack — каждая атака замедляет скорость передвижения и атаки цели на %cold_duration% секунд.\n\nEye of Skadi — уникальный модификатор атаки, он не будет сочетаться с другими уникальными модификаторами атаки. Eye of Skadi сочетается с модификаторами атаки, дарующими вампиризм."
        "DOTA_Tooltip_ability_item_skadi_2_bonus_all_stats"                               "+$all"
        "DOTA_Tooltip_ability_item_skadi_2_bonus_health"                                  "+$health"
        "DOTA_Tooltip_ability_item_skadi_2_bonus_mana"                                    "+$mana"
        "DOTA_Tooltip_ability_item_skadi_2_cold_movement_speed"                           "%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
        "DOTA_Tooltip_ability_item_skadi_2_cold_attack_speed"                             "ЗАМЕДЛЕНИЕ АТАКИ:"

        "DOTA_Tooltip_Ability_item_skadi_4"                                               "Eye of Skadi X4"
        "DOTA_Tooltip_ability_item_skadi_4_Description"                                   "Пассивная: Cold Attack — каждая атака замедляет скорость передвижения и атаки цели на %cold_duration% секунд.\n\nEye of Skadi — уникальный модификатор атаки, он не будет сочетаться с другими уникальными модификаторами атаки. Eye of Skadi сочетается с модификаторами атаки, дарующими вампиризм."
        "DOTA_Tooltip_ability_item_skadi_4_bonus_all_stats"                               "+$all"
        "DOTA_Tooltip_ability_item_skadi_4_bonus_health"                                  "+$health"
        "DOTA_Tooltip_ability_item_skadi_4_bonus_mana"                                    "+$mana"
        "DOTA_Tooltip_ability_item_skadi_4_cold_movement_speed"                           "%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
        "DOTA_Tooltip_ability_item_skadi_4_cold_attack_speed"                             "ЗАМЕДЛЕНИЕ АТАКИ:"

        "DOTA_Tooltip_Ability_item_skadi_8"                                               "Eye of Skadi X8"
        "DOTA_Tooltip_ability_item_skadi_8_Description"                                   "Пассивная: Cold Attack — каждая атака замедляет скорость передвижения и атаки цели на %cold_duration% секунд.\n\nEye of Skadi — уникальный модификатор атаки, он не будет сочетаться с другими уникальными модификаторами атаки. Eye of Skadi сочетается с модификаторами атаки, дарующими вампиризм."
        "DOTA_Tooltip_ability_item_skadi_8_bonus_all_stats"                               "+$all"
        "DOTA_Tooltip_ability_item_skadi_8_bonus_health"                                  "+$health"
        "DOTA_Tooltip_ability_item_skadi_8_bonus_mana"                                    "+$mana"
        "DOTA_Tooltip_ability_item_skadi_8_cold_movement_speed"                           "%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
        "DOTA_Tooltip_ability_item_skadi_8_cold_attack_speed"                             "ЗАМЕДЛЕНИЕ АТАКИ:"

        "DOTA_Tooltip_Ability_item_radiance_arena"                                        "Radiance"
        "DOTA_Tooltip_ability_item_radiance_arena_Description"                            "Активируемая: Toggle Burn — когда включено, каждую секунду наносит %aura_damage_per_second% урона противникам, понижает их скорость передвижения на %move_speed_slow_pct%%%, скорость атаки на %attack_speed_slow% и ослепляет их, вынуждая промахиваться в %blind_pct%%% случаев."  
        "DOTA_Tooltip_ability_item_radiance_arena_bonus_damage"                           "+$damage"
        "DOTA_Tooltip_ability_item_radiance_arena_aura_damage_per_second"                 "ПЕРИОДИЧЕСКИЙ УРОН:"
        "DOTA_Tooltip_ability_item_radiance_arena_blind_pct"                              "%ШАНС ПРОМАХА:"
        "DOTA_Tooltip_ability_item_radiance_arena_aura_radius"                            "РАДИУС:"
        "DOTA_Tooltip_ability_item_radiance_arena_move_speed_slow_pct"                    "%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
        "DOTA_Tooltip_ability_item_radiance_arena_attack_speed_slow"                      "ЗАМЕДЛЕНИЕ АТАКИ:"

        "DOTA_Tooltip_Ability_item_radiance_arena_inactive"                               "Radiance"
        "DOTA_Tooltip_ability_item_radiance_arena_inactive_Description"                   "Активируемая: Toggle Burn — когда включено, каждую секунду наносит %aura_damage_per_second% урона противникам, понижает их скорость передвижения на %move_speed_slow_pct%%%, скорость атаки на %attack_speed_slow% и ослепляет их, вынуждая промахиваться в %blind_pct%%% случаев."  
        "DOTA_Tooltip_ability_item_radiance_arena_inactive_bonus_damage"                  "+$damage"
        "DOTA_Tooltip_ability_item_radiance_arena_inactive_aura_damage_per_second"        "ПЕРИОДИЧЕСКИЙ УРОН:"
        "DOTA_Tooltip_ability_item_radiance_arena_inactive_blind_pct"                     "%ШАНС ПРОМАХА:"
        "DOTA_Tooltip_ability_item_radiance_arena_inactive_aura_radius"                   "РАДИУС:"
        "DOTA_Tooltip_ability_item_radiance_arena_inactive_move_speed_slow_pct"           "%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
        "DOTA_Tooltip_ability_item_radiance_arena_inactive_attack_speed_slow"             "ЗАМЕДЛЕНИЕ АТАКИ:"

        "DOTA_Tooltip_Ability_item_radiance_2"                                            "Radiance"
        "DOTA_Tooltip_ability_item_radiance_2_Description"                                "Активируемая: Toggle Burn — когда включено, каждую секунду наносит %aura_damage_per_second% урона противникам, понижает их скорость передвижения на %move_speed_slow_pct%%%, скорость атаки на %attack_speed_slow% и ослепляет их, вынуждая промахиваться в %blind_pct%%% случаев."  
        "DOTA_Tooltip_ability_item_radiance_2_bonus_damage"                               "+$damage"
        "DOTA_Tooltip_ability_item_radiance_2_aura_damage_per_second"                     "ПЕРИОДИЧЕСКИЙ УРОН:"
        "DOTA_Tooltip_ability_item_radiance_2_blind_pct"                                  "%ШАНС ПРОМАХА:"
        "DOTA_Tooltip_ability_item_radiance_2_aura_radius"                                "РАДИУС:"
        "DOTA_Tooltip_ability_item_radiance_2_move_speed_slow_pct"                        "%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
        "DOTA_Tooltip_ability_item_radiance_2_attack_speed_slow"                          "ЗАМЕДЛЕНИЕ АТАКИ:"

        "DOTA_Tooltip_Ability_item_radiance_2_inactive"                                   "Radiance"
        "DOTA_Tooltip_ability_item_radiance_2_inactive_Description"                       "Активируемая: Toggle Burn — когда включено, каждую секунду наносит %aura_damage_per_second% урона противникам, понижает их скорость передвижения на %move_speed_slow_pct%%%, скорость атаки на %attack_speed_slow% и ослепляет их, вынуждая промахиваться в %blind_pct%%% случаев."  
        "DOTA_Tooltip_ability_item_radiance_2_inactive_bonus_damage"                      "+$damage"
        "DOTA_Tooltip_ability_item_radiance_2_inactive_aura_damage_per_second"            "ПЕРИОДИЧЕСКИЙ УРОН:"
        "DOTA_Tooltip_ability_item_radiance_2_inactive_blind_pct"                         "%ШАНС ПРОМАХА:"
        "DOTA_Tooltip_ability_item_radiance_2_inactive_aura_radius"                       "РАДИУС:"
        "DOTA_Tooltip_ability_item_radiance_2_inactive_move_speed_slow_pct"               "%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
        "DOTA_Tooltip_ability_item_radiance_2_inactive_attack_speed_slow"                 "ЗАМЕДЛЕНИЕ АТАКИ:"

        "DOTA_Tooltip_Ability_item_radiance_3"                                            "Radiance"
        "DOTA_Tooltip_ability_item_radiance_3_Description"                                "Активируемая: Toggle Burn — когда включено, каждую секунду наносит %aura_damage_per_second% урона противникам, понижает их скорость передвижения на %move_speed_slow_pct%%%, скорость атаки на %attack_speed_slow% и ослепляет их, вынуждая промахиваться в %blind_pct%%% случаев."  
        "DOTA_Tooltip_ability_item_radiance_3_bonus_damage"                               "+$damage"
        "DOTA_Tooltip_ability_item_radiance_3_aura_damage_per_second"                     "ПЕРИОДИЧЕСКИЙ УРОН:"
        "DOTA_Tooltip_ability_item_radiance_3_blind_pct"                                  "%ШАНС ПРОМАХА:"
        "DOTA_Tooltip_ability_item_radiance_3_aura_radius"                                "РАДИУС:"
        "DOTA_Tooltip_ability_item_radiance_3_move_speed_slow_pct"                        "%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
        "DOTA_Tooltip_ability_item_radiance_3_attack_speed_slow"                          "ЗАМЕДЛЕНИЕ АТАКИ:"

        "DOTA_Tooltip_Ability_item_radiance_3_inactive"                                   "Radiance"
        "DOTA_Tooltip_ability_item_radiance_3_inactive_Description"                       "Активируемая: Toggle Burn — когда включено, каждую секунду наносит %aura_damage_per_second% урона противникам, понижает их скорость передвижения на %move_speed_slow_pct%%%, скорость атаки на %attack_speed_slow% и ослепляет их, вынуждая промахиваться в %blind_pct%%% случаев."  
        "DOTA_Tooltip_ability_item_radiance_3_inactive_bonus_damage"                      "+$damage"
        "DOTA_Tooltip_ability_item_radiance_3_inactive_aura_damage_per_second"            "ПЕРИОДИЧЕСКИЙ УРОН:"
        "DOTA_Tooltip_ability_item_radiance_3_inactive_blind_pct"                         "%ШАНС ПРОМАХА:"
        "DOTA_Tooltip_ability_item_radiance_3_inactive_aura_radius"                       "РАДИУС:"
        "DOTA_Tooltip_ability_item_radiance_3_inactive_move_speed_slow_pct"               "%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
        "DOTA_Tooltip_ability_item_radiance_3_inactive_attack_speed_slow"                 "ЗАМЕДЛЕНИЕ АТАКИ:"

        "DOTA_Tooltip_Ability_item_radiance_frozen"                                      "Frozen Radiance"
        "DOTA_Tooltip_ability_item_radiance_frozen_Description"                          "Пассивная: Cold Attack — каждая атака замедляет скорость передвижения и атаки цели на %aura_duration% секунд.\nFrozen Radiance — уникальный модификатор атаки, он не будет сочетаться с другими уникальными модификаторами атаки. Eye of Skadi сочетается с модификаторами атаки, дарующими вампиризм.\n\nАктивируемая: Toggle Burn — когда включено, каждую секунду наносит %aura_damage_per_second% урона противникам, понижает их скорость передвижения на %cold_movement_speed_pct%%%, скорость атаки на %cold_attack_speed% и ослепляет их, вынуждая промахиваться в %blind_pct%%% случаев."  
        "DOTA_Tooltip_ability_item_radiance_frozen_bonus_all_stats"                      "+$all"
        "DOTA_Tooltip_ability_item_radiance_frozen_bonus_health"                         "+$health"
        "DOTA_Tooltip_ability_item_radiance_frozen_bonus_mana"                           "+$mana"
        "DOTA_Tooltip_ability_item_radiance_frozen_bonus_damage"                         "+$damage"
        "DOTA_Tooltip_ability_item_radiance_frozen_aura_damage_per_second"               "ПЕРИОДИЧЕСКИЙ УРОН:"
        "DOTA_Tooltip_ability_item_radiance_frozen_blind_pct"                            "%ШАНС ПРОМАХА:"
        "DOTA_Tooltip_ability_item_radiance_frozen_aura_radius"                          "РАДИУС:"
        "DOTA_Tooltip_ability_item_radiance_frozen_move_speed_slow_pct"                  "%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
        "DOTA_Tooltip_ability_item_radiance_frozen_attack_speed_slow"                    "ЗАМЕДЛЕНИЕ АТАКИ:"

        "DOTA_Tooltip_Ability_item_radiance_frozen_inactive"                             "Frozen Radiance"
